Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_reshock,Épisodes de choc,"1, Oui | 0, Non | 99, Inconnu","Un choc récurrent ou récidivant est défini comme un épisode distinct de choc survenant au moins 2 à 6 heures après la résolution clinique d'un premier épisode de choc, la résolution clinique étant définie comme une pression différentielle > 25 mmHg sans signe d'altération de la perfusion. Cela n'inclut pas le choc persistant (en l'absence de résolution).",Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque pendant son hospitalisation.
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_reshockep,Nombre d'épisodes de choc,"1, 1 | 2, 2 | 3, 3 | 4, 4+ | 99, Inconnu",Il s'agit du nombre de fois où un nouveau choc a été identifié pendant l'hospitalisation du patient.,"Si « Oui », sélectionnez l'option la plus appropriée qui correspond au nombre d'épisodes de choc survenus chez le patient à tout moment au cours de son hospitalisation."
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_sepsis,Septicémie,"1, Oui | 0, Non | 99, Inconnu","Tel que défini par le groupe de travail SCCM/ESICM 2016 comme un dysfonctionnement organique potentiellement mortel causé par une réponse dysrégulée de l'hôte à une infection, avec les éléments suivants : Dysfonctionnement organique déterminé par un score SOFA (Sequential Organ Failure Assessment) supérieur ou égal à 2 points (ou un score qSOFA supérieur ou égal à 2) ; et une infection diagnostiquée par un médecin (qui peut être corroborée par des signes et symptômes cliniques, des preuves radiologiques et/ou microbiologiques).",Indiquez « Oui » si le patient a présenté cette complication à tout moment au cours de son hospitalisation.
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_hypothermia,Hypothermie,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une température corporelle anormalement basse.,Indiquez « Oui » si le patient a présenté cette complication à tout moment au cours de son hospitalisation.
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_ndiab,Diabète sucré d’apparition récente,"1, oui | 0, Non | 99, Inconnu",,
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_plarthalgia,Polyartralgie,"1, oui | 0, Non | 99, Inconnu",,
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_otherdesc,Autres  complications,,,
résultat,COMPLICATIONS : Survenues à tout moment entre le jour de la présentation et le jour de la sortie / l'issue.,compl_unlisted,Autre(s) complication(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'autres complications non spécifiées ci-dessus.,"Précisez toutes les autres complications, non mentionnées ci-dessus, présentées par le patient à tout moment au cours de son hospitalisation."
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid,Liquides intraveineux (parentéraux),"1, Oui | 0, Non | 99, Inconnu","Il s'agit de liquides intraveineux comprenant des solutions cristalloïdes, de l'albumine, de la gélatine, des amidons ou d'autres solutions.",Indiquez « Oui » si le patient a reçu des liquides par voie intraveineuse à un moment quelconque pendant son hospitalisation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_type,Type de liquide intraveineux,,"Il s'agit du type de liquide parentéral ou intraveineux (IV) prescrit en remplacement des liquides, électrolytes, calories, vitamines et autres substances nutritionnelles. Les liquides intraveineux peuvent être des cristalloïdes (comprenant généralement du chlorure de sodium à 0,9 % (solution saline normale), du Ringer lactate (USP), du chlorure de sodium à 0,45 % (solution saline demi-normale), du chlorure de sodium à 0,45 % + 4 % de glucose (solution saline demi-normale avec dextrose), du chlorure de sodium à 0,18 %-0, 3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose à 5 % dans l'eau), acétate de Ringer ou Plasmalyte) ou des colloïdes (généralement des gélatines, des amidons ou de l'albumine). ",Sélectionnez l'option la plus appropriée correspondant au type de liquide(s) intraveineux ou parentéral(aux) administré(s).
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_cryst,Volume total de cristalloïdes administré pendant l'hospitalisation (mL),,"Les liquides cristalloïdes sont des solutions aqueuses de sels minéraux et d'autres petites molécules hydrosolubles. Ils sont couramment utilisés pour la réanimation liquidienne en cas d'hypovolémie, d'hémorragie, de septicémie et de déshydratation. Les cristalloïdes courants comprennent le chlorure de sodium à 0,9 % (solution saline normale), le Ringer lactate (USP), le chlorure de sodium à 0, 45 % de chlorure de sodium (solution saline demi-normale), 0,45 % de solution saline normale + 4 % de glucose (solution saline demi-normale avec dextrose), 0,18 %-0,3 % de chlorure de sodium + 4 % de glucose (solution saline hypotonique avec dextrose), 5 % de glucose (dextrose 5 % dans l'eau), Ringeracétate ou Plasmalyte.",Enregistrez le volume total de liquides cristalloïdes que le patient a reçu pendant son admission en millilitres (mL).
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_colloid,Volume total de colloïdes administré pendant l'hospitalisation (mL),,"Les liquides colloïdaux sont des solutions qui contiennent de grosses molécules, telles que des protéines ou des polysaccharides, qui restent dans la circulation sanguine plus longtemps que les cristalloïdes. Ces liquides aident à maintenir ou à augmenter le volume intravasculaire en attirant l'eau dans les vaisseaux sanguins par pression oncotique. Les colloïdes courants comprennent les gélatines, les amidons ou l'albumine. ",Enregistrez le volume total de liquide colloïdal que le patient a reçu pendant son admission en millilitres (mL).
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_reas,Raison(s) de l'administration de liquides intraveineux (cochez toutes les cases qui s'appliquent),"1, choc | 2, hématocrite élevé/en augmentation | 3, anorexie | 4, vomissements persistants | 88, autre","Il s'agit de la ou des raisons (indications) justifiant une thérapie liquidienne parentérale/intraveineuse (IV) à tout moment pendant l'hospitalisation. Si plusieurs indications sont présentes, sélectionnez toutes celles qui s'appliquent. Le choc désigne une défaillance circulatoire entraînant un apport insuffisant en oxygène pour répondre aux besoins métaboliques des cellules. Il est défini par la présence de deux des symptômes suivants : signe d'hypoperfusion (par exemple, remplissage capillaire > 2 secondes, peau froide et moite, pouls rapide/faible, état mental altéré), pression différentielle faible (inférieure ou égale à 20 mmHg), hypotension pour l'âge et tachycardie (> 100 bpm). Un hématocrite élevé/en augmentation désigne une élévation supérieure à la normale du rapport entre le volume des globules rouges et le volume total du sang. L'anorexie désigne l'absence ou la perte d'appétit accompagnée d'une aversion pour la nourriture et d'une incapacité à manger.",Sélectionnez toutes les options qui s'appliquent.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_reas_oth,Précisez toute autre raison justifiant l'administration de liquides intraveineux,,Il s'agit de la ou des raisons (indications) justifiant une thérapie liquidienne parentérale/intraveineuse (IV) à tout moment pendant l'hospitalisation.,"Si « Autre », précisez la ou les raisons (indications) de l'administration de liquides par voie parentérale/intraveineuse (IV) à tout moment pendant l'admission."
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_venacc,Type d'accès veineux,"1, périphérique | 2, intra-osseux | 3, Centrale | 88, autre | 99, Inconnu","Il s'agit du type d'accès veineux utilisé pour administrer des liquides et d'autres médicaments. Périphérique fait référence à l'accès utilisant un cathéter vasculaire qui se termine par une veine périphérique dans une extrémité, le cuir chevelu ou le tronc. Central fait référence à l'accès utilisant un cathéter vasculaire dans une grande veine centrale (par exemple, veine cave supérieure, veine cave inférieure, veines sous-clavières). L'accès intra-osseux fait référence à l'accès vasculaire à travers le cortex osseux dans l'espace intramédullaire, généralement lorsque l'accès veineux périphérique et central n'est pas facilement disponible.",Sélectionnez les options les plus appropriées qui correspondent au type d'accès veineux
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_venacc_oth,"Si autre, précisez",,"Il s'agit du type d'accès veineux utilisé pour administrer des liquides et d'autres médicaments. Périphérique fait référence à l'accès utilisant un cathéter vasculaire qui se termine par une veine périphérique dans une extrémité, le cuir chevelu ou le tronc. Central fait référence à l'accès utilisant un cathéter vasculaire dans une grande veine centrale (par exemple, veine cave supérieure, veine cave inférieure, veines sous-clavières). L'accès intra-osseux fait référence à l'accès vasculaire à travers le cortex osseux dans l'espace intramédullaire, généralement lorsque l'accès veineux périphérique et central n'est pas facilement disponible.","Si « Autre », précisez le type d'accès veineux"
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_start,Date du début de l'administration intraveineuse,,Il s'agit de la date à laquelle la première perfusion parentérale/intraveineuse (IV) a été commencée.,Indiquez la date au format JJ/MM/AAAA.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivfluid_end,Date de la fin de l'administration intraveineuse,,Il s'agit de la date à laquelle la dernière perfusion parentérale/intraveineuse (IV) a été terminée.,Indiquez la date au format JJ/MM/AAAA.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_enteralfeed,Alimentation entérale,"1, oui | 0, Non | 99, Inconnu","Il s'agit d'une méthode d'administration de nutrition via un tube inséré par la bouche, le nez ou par voie percutanée à travers la paroi abdominale (par exemple, gastrostomie endoscopique percutanée) dans le tractus gastro-intestinal (c'est-à-dire l'estomac, le duodénum ou le jéjunum).",Indiquez « Oui » si le patient a reçu une alimentation entérale.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt,Transfusion de produits sanguins,"1, oui | 0, non | 99, inconnu","Il s'agit d'une transfusion de sang (sang total ou concentré de globules rouges) ou d'autres produits sanguins à l'exclusion de l'immunoglobuline humaine normale (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou un facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. ","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à tout moment pendant son admission. Si « Oui », sélectionnez le ou les produits ci-dessous."
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt_type,Sélectionnez toutes les transfusions de produits sanguins qui ont été administrées,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total | 4, Plasma frais congelé | 5, Concentré de fibrinogène | 6, Concentré de globules rouges (concentré de globules rouges)","Il s'agit d'une transfusion de sang (sang total ou concentré de globules rouges) ou d'autres produits sanguins à l'exclusion des immunoglobulines humaines normales (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (PFC), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou facteur de coagulation non recombinant spécifique) à tout moment au cours de la date d'évaluation. Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur. Le cryoprécipité désigne un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu. Les globules rouges concentrés désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %. Le plasma frais congelé désigne le plasma qui est séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant aux produits sanguins administrés.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt_plate,"Plaquettes, nombre total d'unités",,Les plaquettes désignent le transfert de plaquettes sanguines d'un donneur à un receveur ou la réinjection au donneur.,Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt_cryo,"Cryoprécipité, nombre total d'unités",,"Le cryoprécipité est un produit sanguin congelé préparé à partir de plasma congelé contenant du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine. Le cryoprécipité est un produit sanguin congelé préparé à partir de plasma congelé contenant du fibrinogène (facteur I), du facteur antihémophilique (facteur VIII), du facteur XIII, du facteur von Willebrand (vWF) et de la fibronectine.",Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt_rbc,"Sang total, nombre total d'unités",,Le sang total désigne l'administration intraveineuse de sang total (sang contenant du plasma et des globules rouges) à un individu.,Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt_ffp,"Plasma frais congelé (PFC), nombre total d'unités",,Le plasma frais congelé désigne le plasma séparé du sang total et congelé rapidement après un don de sang afin d'être utilisé pour des transfusions sanguines.,Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt_fibrin,"Concentré de fibrinogène, nombre total d'unités",,"Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes hémorragiques aigus chez les patients présentant un déficit congénital en fibrinogène, notamment l'afibrinogénémie et l'hypofibrinogénémie.",Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_bpt_rcc,"Concentré de globules rouges (concentré de globules rouges), nombre total d'unités",,"Les globules rouges concentrés désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %.",Enregistrez le nombre total d'unités que le patient a reçues pendant son hospitalisation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_ivimmunogl,Immunoglobulines intraveineuses,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de préparations d'immunoglobulines, contenant principalement de l'immunoglobuline G (IgG), qui sont utilisées en perfusion intraveineuse. Exemples : Octagam®, Intragam P®, KIOVIG®, Flebogamma 5 % DIF®, Carimune NF®, Gamunex®, Gammagard S/D®, Gammagard Liquid®, Gammaked® et Privigen®.",Indiquez « Oui » si le patient a reçu une immunoglobuline intraveineuse à un moment quelconque pendant son admission.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_diuretics,Diurétiques,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une classe d'agents qui augmentent la production d'urine par les reins. Grâce à divers mécanismes d'action, les diurétiques retiennent l'eau dans l'urine, ce qui permet une diurèse forcée.",Indiquez « Oui » si le patient a reçu un traitement diurétique à un moment quelconque pendant son admission.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nacetylcys,N-acétylcystéine,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'un dérivé N-acétylé de la cystéine, utilisé comme agent mucolytique pour réduire la viscosité des sécrétions muqueuses.",Indiquez « Oui » si le patient a reçu de la N-acétylcystéine (NAC) à un moment quelconque pendant son admission.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_fluiddrain,Drainage de liquide,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la procédure consistant à retirer le liquide de l'espace pleural ou de la cavité péritonéale.,Indiquez « Oui » si un drainage de liquide de la cavité pleurale ou péritonéale a été effectué à un moment quelconque pendant l'admission.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_fluiddrain_reas,Raison de ce drainage,"1, Ascite | 2, Épanchement pleural",Il s'agit de la raison (indication) du drainage des liquides. L'ascite désigne l'accumulation anormale de liquide dans la cavité péritonéale. L'épanchement pleural désigne la présence de liquide dans la cavité pleurale résultant d'une transsudation ou d'une exsudation excessive des surfaces pleurales.,Sélectionnez l'option la plus appropriée correspondant à la raison (indication) du drainage de liquide.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_plasmaex,Plasmaphérèse / échange plasmatique,"1, Oui | 0, Non | 99, Inconnu","La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, qui aboutit à un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Indiquez « Oui » si le patient a reçu une plasmaphérèse à un moment quelconque pendant son admission.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_plasmaex_days,Nombre de jours sous échange plasmatique pendant l'hospitalisation,,"Il s'agit du nombre total de jours civils pendant lesquels le patient a été sous support de plasmaferèse (plasmaphérèse). La plasmaphérèse (échange plasmatique) désigne la séparation extracorporelle des composants sanguins, qui aboutit à un produit filtré. Les méthodes comprennent la centrifugation à flux discontinu, la centrifugation à flux continu et la filtration plasmatique.",Indiquez le nombre total de jours civils pendant lesquels le patient a été sous support d'échange plasmatique (plasmaphérèse).
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_csf,Détournement du LCR,"1, drain extraventriculaire (EVD) | 2, Drain lombaire | 3, shunt ventriculo-péritonéal | 0, aucun",,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_icp,Moniteur ICP placé,"1, oui | 0, Non | 99, Inconnu",,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_icp_type,Type de moniteur ICP,"1, cathéter intraventriculaire (basé sur la MVE) | 2, moniteur intraparenchymateux (boulon) | 3, moniteur sous-dural | 4, moniteur péridural | 99, Inconnu",,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_icp_peak,Pic ICP enregistré (mmHg),,,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_icp_duration,Durée de surveillance (heures),,,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_vteproph,Prophylaxie TEV,"1, oui | 0, Non | 99, Inconnu",,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_stressulcer,Prophylaxie des ulcères de stress,"1, oui | 0, Non | 99, Inconnu",,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_osmotherapy,Osmothérapie,"1, oui | 0, Non | 99, Inconnu",,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_osmotherapy_type,Type d'osmothérapie,"Solution saline hypertonique à 1, 3 % | 2, 7,5 % de solution saline | 3, solution saline à 23,4 % | 4, mannitol",,
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_isolation,Le patient était-il isolé à domicile ou à l'hôpital ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de l'isolement du patient à domicile ou à l'hôpital pendant cette hospitalisation pour le pathogène d'intérêt.,Indiquez « Oui » si le patient a été isolé à domicile ou à l'hôpital pendant cette admission en raison d'un agent pathogène d'intérêt.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_isolation_date,Date à laquelle le patient a été placé en isolement,,Il s'agit de la date de début de l'isolement du patient à domicile ou à l'hôpital pendant cette hospitalisation pour le pathogène d'intérêt.,Indiquez la date au format JJ/MM/AAAA.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_surg,Une intervention chirurgicale a-t-elle été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute intervention chirurgicale réalisée en relation avec l'infection par le pathogène d'intérêt.,Indiquez « Oui » si une intervention chirurgicale a été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_surg_type,"Quelle était la nature de l'intervention chirurgicale ? (par exemple, débridement des tissus infectés)",,Il s'agit de toute intervention chirurgicale réalisée en relation avec l'infection par le pathogène d'intérêt.,"Si « Oui », inscrivez le nom de l'intervention chirurgicale / de la procédure qui a été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt."
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_surg_date,Date de la première intervention chirurgicale,,Il s'agit de la date de la première intervention chirurgicale réalisée en relation avec l'infection par l'agent pathogène d'intérêt.,"Inscrivez la date de la première intervention chirurgicale, en utilisant le format JJ/MM/AAAA."
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_surg_sec,Une deuxième intervention chirurgicale a-t-elle été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute intervention chirurgicale réalisée en relation avec l'infection par l'agent pathogène d'intérêt.,Indiquez « Oui » si une deuxième intervention chirurgicale a été pratiquée en relation avec l'infection par l'agent pathogène d'intérêt.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_surg_secdate,Date de la deuxième intervention chirurgicale,,Il s'agit de la date de la deuxième intervention chirurgicale réalisée en relation avec l'infection par l'agent pathogène d'intérêt.,"Indiquez la date de la deuxième intervention chirurgicale, en utilisant le format JJ/MM/AAAA."
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_other,Autre(s) intervention(s) ou procédure(s),"1, Oui | 0, Non | 99, Inconnu","Il s'agit de toute autre intervention thérapeutique ou procédure spécifique administrée à tout moment pendant l'hospitalisation, non caractérisée autrement, que vous jugez pertinente.",Indiquez « Oui » si d'autres interventions ou procédures ont été utilisées entre 00h00 et 24h00 le jour de l'évaluation.
résultat,INTERVENTIONS : Enregistrer les interventions administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_other_spec,Veuillez préciser les autres interventions ou procédures,,"Il s'agit de toute autre intervention thérapeutique ou procédure spécifique administrée à tout moment pendant l'hospitalisation, non caractérisée autrement, que vous jugez pertinente.","Si « Oui », veuillez préciser les interventions thérapeutiques ou procédures non caractérisées qui, selon vous, pourraient être pertinentes."
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_suppleo2,Supplément d'oxygène ?,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de toute méthode d'oxygénothérapie d'appoint pouvant être administrée par canule nasale, masque ou ventilation non invasive ou invasive.",Indiquez « Oui » si le patient a reçu ou s'est vu prescrire une oxygénothérapie à tout moment pendant son hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_suppleo2_ongoing,Toujours sous supplément d'oxygène ?,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de l'oxygénothérapie continue qui peut être administrée par canule nasale, masque ou ventilation non invasive ou invasive.",Indiquez « Oui » si le patient est toujours sous oxygénothérapie.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_suppleo2_dur,Nombre de jours civils pendant lesquels le patient a reçu une assistance respiratoire pendant son hospitalisation,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu cette assistance respiratoire pendant son hospitalisation (y compris à tout moment pendant l'hospitalisation).,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu cette assistance respiratoire pendant son hospitalisation (y compris à tout moment pendant son hospitalisation).
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_suppleo2_flow,Débit maximal d'O2 (L/min),"1, <2 L/min | 2, 2-5 L/min | 3, 6-10 L/min | 4, 11-15 L/min | 5, >15 L/min | 99, Inconnu",Il s'agit du débit maximal d'O2 administré au patient à tout moment pendant son hospitalisation.,Sélectionnez le débit maximal d'O2 administré au patient à tout moment pendant son hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nasalprongs,Canules nasales,"1, Oui | 0, Non | 99, Inconnu",Il s'agit du mode d'administration de l'oxygène supplémentaire au patient le jour de l'évaluation. Les canules nasales ou les canules nasales à deux embouts administrent l'oxygène par deux petits embouts ou canules insérés dans les narines.,Indiquez « Oui » si ce mode d'assistance respiratoire a été utilisé pour administrer de l'oxygène supplémentaire à tout moment pendant l'hospitalisation.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nasalprongs_ongoing,Toujours en cours ?,"1, Oui | 0, Non | 99, Inconnu",Il s'agit d'une ventilation non invasive continue.,Indiquez « Oui » si le patient est toujours sous oxygénothérapie par canules nasales.
résultat,SUPPORT RESPIRATOIRE : Enregistrer toutes les interventions respiratoires administrées ou prescrites entre le jour de la présentation et le jour de la sortie / l'issue.,inter_nasalprongs_dur,Nombre de jours civils pendant lesquels le patient a reçu un supplément d'oxygène par canules nasales,,Il s'agit du nombre total de jours civils pendant lesquels le patient a reçu une ventilation non invasive.,Indiquez le nombre total de jours civils pendant lesquels le patient a reçu de l'oxygène supplémentaire par canules nasales pendant son hospitalisation (y compris à tout moment pendant l'hospitalisation).
